"user_id","age","gender","married","has_children","total_sessions","total_page_clicks","avg_page_clicks_per_session","mean_session_time","total_flights_booked","total_hotels_booked","total_cancellations","avg_flight_discount","avg_hotel_discount","total_checked_bags","percentage_flights_with_checked_bags","avg_base_fare_usd","avg_hotel_per_room_usd","scaled_ads_per_km","discount_flight_proportion","last_session_time"
"216796","22","F","0","0","8","125","15.625","491.3284420000000000","2","2","1","0.50000000000000000000","0.25000000000000000000","4","200","2500.8700000000000000","241.0000000000000000","0.31085583984478116","0.375","2023-03-13 03:38:26"
"217114","19","O","1","1","9","59","6.555555555555555","49.8888888888888889","0","0","0","0.11111111111111111111","0.33333333333333333333","","0","","","","0.1111111111111111","2023-06-26 16:41:00"
"217136","38","F","0","1","8","106","13.25","99.3750000000000000","1","2","0","0.25000000000000000000","0.00000000000000000000","0","0","539.5700000000000000","236.5000000000000000","","0.25","2023-05-14 16:52:00"
"220725","40","F","0","0","9","316","35.111111111111114","948.8888888888888889","5","4","1","0.22222222222222222222","0.22222222222222222222","1","20","484.5840000000000000","125.0000000000000000","","0.1111111111111111","2023-06-07 21:27:00"
"224996","42","F","0","1","8","102","12.75","94.6250000000000000","2","1","0","0.00000000000000000000","0.12500000000000000000","0","0","448.8050000000000000","231.0000000000000000","","0","2023-05-11 21:45:00"
"226367","42","F","0","0","8","114","14.25","105.5000000000000000","3","3","0","0.12500000000000000000","0.00000000000000000000","2","66","296.4033333333333333","253.0000000000000000","0.007913065406939786","0.125","2023-06-26 22:55:00"
"228195","26","F","0","1","9","116","12.88888888888889","95.7777777777777778","0","0","0","0.11111111111111111111","0.00000000000000000000","","0","","","","0.1111111111111111","2023-06-01 17:46:00"
"228872","34","M","0","0","8","126","15.75","118.0000000000000000","1","2","0","0.12500000000000000000","0.00000000000000000000","1","100","509.2100000000000000","94.0000000000000000","","0.125","2023-07-16 06:05:00"
"229009","17","F","0","0","8","144","18","264.7854292500000000","4","3","1","0.12500000000000000000","0.12500000000000000000","1","25","1127.2225000000000000","149.5000000000000000","","0","2023-07-08 16:23:05"
"229108","25","F","0","0","8","321","40.125","1012.2500000000000000","2","1","1","0.37500000000000000000","0.37500000000000000000","0","0","438.6100000000000000","","","0.25","2023-05-08 16:12:58"
"229330","46","F","1","0","8","129","16.125","119.6250000000000000","4","4","0","0.00000000000000000000","0.12500000000000000000","1","25","387.0275000000000000","209.2500000000000000","","0","2023-07-17 18:34:00"
"232647","17","F","0","0","8","100","12.5","93.8750000000000000","1","1","0","0.12500000000000000000","0.00000000000000000000","1","100","237.1000000000000000","213.0000000000000000","","0.125","2023-06-02 16:52:00"
"249521","59","F","1","1","8","151","18.875","140.6250000000000000","1","2","0","0.12500000000000000000","0.37500000000000000000","1","100","642.0200000000000000","141.5000000000000000","","0.125","2023-07-04 19:01:00"
"252835","37","F","0","1","8","117","14.625","108.2500000000000000","5","4","0","0.12500000000000000000","0.12500000000000000000","3","60","335.3100000000000000","132.7500000000000000","0.048299830959488664","0.125","2023-07-10 06:24:00"
"258451","22","F","0","0","8","167","20.875","219.8750000000000000","1","2","1","0.25000000000000000000","0.12500000000000000000","","","","178.0000000000000000","","0.125","2023-06-17 15:43:04"
"264470","44","F","0","1","8","118","14.75","111.0000000000000000","2","2","0","0.12500000000000000000","0.12500000000000000000","1","50","436.5100000000000000","200.0000000000000000","0.05838466701790794","0.125","2023-06-04 17:49:00"
"276512","41","F","1","1","8","98","12.25","91.3750000000000000","1","1","0","0.25000000000000000000","0.25000000000000000000","1","100","395.6900000000000000","100.0000000000000000","","0.25","2023-05-27 01:00:00"
"281952","36","F","0","0","8","158","19.75","146.3750000000000000","2","2","0","0.00000000000000000000","0.12500000000000000000","3","150","342.3600000000000000","131.5000000000000000","","0","2023-07-08 20:53:00"
"283325","50","F","1","0","8","114","14.25","105.6250000000000000","1","2","0","0.25000000000000000000","0.12500000000000000000","0","0","453.2700000000000000","360.5000000000000000","0.118621767271865","0.25","2023-06-22 21:04:00"
"290123","40","F","1","0","9","190","21.11111111111111","155.8888888888888889","7","6","0","0.00000000000000000000","0.00000000000000000000","6","85","685.1585714285714286","240.0000000000000000","","0","2023-07-14 06:23:00"
"297546","50","F","1","0","8","207","25.875","192.8750000000000000","4","5","0","0.00000000000000000000","0.12500000000000000000","3","75","415.1800000000000000","106.0000000000000000","","0","2023-07-07 21:49:00"
"298253","46","F","1","1","8","98","12.25","91.7500000000000000","1","0","0","0.25000000000000000000","0.12500000000000000000","2","200","712.4200000000000000","","","0.25","2023-06-13 21:35:00"
"299476","38","F","1","0","9","187","20.77777777777778","154.1111111111111111","1","1","0","0.22222222222222222222","0.22222222222222222222","0","0","192.3800000000000000","71.0000000000000000","","0.2222222222222222","2023-07-19 14:27:00"
"306165","20","F","0","0","8","89","11.125","82.5000000000000000","0","0","0","0.00000000000000000000","0.00000000000000000000","","0","","","","0","2023-07-07 11:28:00"
"306819","59","F","1","1","8","329","41.125","1061.8750000000000000","3","3","1","0.25000000000000000000","0.25000000000000000000","1","33","90.0533333333333333","298.6666666666666667","","0.125","2023-07-17 15:56:00"
"312488","30","M","1","0","8","76","9.5","71.0000000000000000","1","1","0","0.12500000000000000000","0.12500000000000000000","1","100","407.1000000000000000","299.0000000000000000","","0.125","2023-07-09 22:17:00"
"313724","51","F","0","0","8","351","43.875","1110.3750000000000000","5","6","1","0.12500000000000000000","0.12500000000000000000","4","80","382.2600000000000000","183.5000000000000000","","0","2023-07-15 19:56:00"
"316527","41","F","1","1","8","139","17.375","130.0000000000000000","4","4","0","0.12500000000000000000","0.12500000000000000000","1","25","434.9725000000000000","322.7500000000000000","","0.125","2023-07-01 14:37:00"
"317688","40","F","0","1","8","133","16.625","124.0000000000000000","4","4","0","0.25000000000000000000","0.12500000000000000000","2","50","309.6850000000000000","168.2500000000000000","","0.25","2023-07-11 22:15:00"
"322867","45","F","0","0","8","82","10.25","77.0000000000000000","1","1","0","0.25000000000000000000","0.25000000000000000000","1","100","173.0400000000000000","189.0000000000000000","","0.25","2023-07-08 13:01:00"
"324191","39","F","0","0","8","86","10.75","80.1250000000000000","2","2","0","0.25000000000000000000","0.12500000000000000000","1","50","49.8700000000000000","273.5000000000000000","","0.25","2023-05-26 19:18:00"
"328590","55","F","0","0","8","383","47.875","1085.5000000000000000","4","3","1","0.25000000000000000000","0.37500000000000000000","1","25","914.1525000000000000","155.0000000000000000","","0.125","2023-07-03 05:54:00"
"330764","38","F","0","0","8","375","46.875","1061.1250000000000000","2","3","1","0.12500000000000000000","0.25000000000000000000","2","100","375.5200000000000000","129.5000000000000000","","0","2023-06-16 08:01:00"
"330893","42","F","1","1","8","133","16.625","124.0000000000000000","3","3","0","0.00000000000000000000","0.12500000000000000000","2","66","287.2033333333333333","138.0000000000000000","","0","2023-06-30 22:54:00"
"331039","44","F","1","1","8","198","24.75","610.0452130000000000","2","2","1","0.25000000000000000000","0.37500000000000000000","6","300","2290.8700000000000000","209.0000000000000000","","0.125","2023-04-23 09:07:37"
"334787","52","F","0","0","8","119","14.875","110.8750000000000000","3","3","0","0.25000000000000000000","0.00000000000000000000","2","66","252.7233333333333333","169.0000000000000000","0.015121393393418494","0.25","2023-07-07 12:24:00"
"337227","34","F","1","0","8","83","10.375","77.0000000000000000","0","0","0","0.00000000000000000000","0.12500000000000000000","","0","","","","0","2023-04-20 20:31:00"
"338086","39","F","0","1","8","137","17.125","128.5000000000000000","2","2","0","0.12500000000000000000","0.12500000000000000000","1","50","490.8450000000000000","63.0000000000000000","","0.125","2023-06-21 11:02:00"
"340166","50","M","1","1","8","88","11","81.6250000000000000","0","1","0","0.12500000000000000000","0.12500000000000000000","","0","","237.0000000000000000","","0.125","2023-06-20 22:07:00"
"343928","64","F","1","0","8","122","15.25","112.7500000000000000","2","1","0","0.25000000000000000000","0.12500000000000000000","1","50","2775.3100000000000000","116.0000000000000000","0.3390525837066051","0.25","2023-07-19 21:04:00"
"347778","49","F","0","0","9","162","18","133.3333333333333333","5","4","0","0.22222222222222222222","0.00000000000000000000","5","100","846.7380000000000000","226.7500000000000000","","0.2222222222222222","2023-06-23 11:43:00"
"348817","28","F","0","0","8","125","15.625","116.0000000000000000","3","4","0","0.12500000000000000000","0.00000000000000000000","2","66","458.2066666666666667","259.0000000000000000","","0.125","2023-06-03 14:28:00"
"348863","66","F","1","0","8","81","10.125","74.6250000000000000","0","0","0","0.00000000000000000000","0.12500000000000000000","","0","","","","0","2023-06-19 16:57:00"
"349132","48","F","0","0","9","133","14.777777777777779","110.3333333333333333","2","3","0","0.00000000000000000000","0.11111111111111111111","1","50","360.5300000000000000","193.6666666666666667","","0","2023-07-08 21:16:00"
"350648","17","F","0","0","8","295","36.875","807.1869622500000000","2","2","1","0.37500000000000000000","0.25000000000000000000","0","0","212.1800000000000000","185.0000000000000000","","0.25","2023-07-08 11:22:00"
"353271","25","F","0","1","8","84","10.5","78.8750000000000000","1","1","0","0.12500000000000000000","0.12500000000000000000","0","0","408.4000000000000000","136.0000000000000000","","0.125","2023-07-08 02:31:00"
"353694","39","F","0","1","8","100","12.5","92.5000000000000000","2","2","0","0.37500000000000000000","0.00000000000000000000","1","50","230.6850000000000000","124.0000000000000000","","0.375","2023-07-05 21:18:00"
"354050","49","F","0","0","8","172","21.5","159.1250000000000000","5","5","0","0.12500000000000000000","0.12500000000000000000","1","20","391.5760000000000000","210.4000000000000000","0.020132141295299014","0.125","2023-07-04 15:14:00"
"354260","48","F","0","0","8","116","14.5","107.8750000000000000","2","1","0","0.25000000000000000000","0.00000000000000000000","2","100","582.5050000000000000","260.0000000000000000","","0.25","2023-04-03 21:01:00"
"354311","45","F","1","0","8","98","12.25","92.0000000000000000","2","1","0","0.12500000000000000000","0.00000000000000000000","1","50","536.4450000000000000","97.0000000000000000","","0.125","2023-04-12 09:37:00"
"354950","52","M","1","0","8","100","12.5","94.1250000000000000","1","1","0","0.00000000000000000000","0.12500000000000000000","1","100","460.5400000000000000","127.0000000000000000","","0","2023-06-14 20:40:00"
"356046","33","F","0","0","8","101","12.625","94.0000000000000000","2","2","0","0.12500000000000000000","0.12500000000000000000","0","0","391.9050000000000000","97.5000000000000000","","0.125","2023-06-30 21:30:00"
"357737","40","F","1","1","8","419","52.375","1101.1250000000000000","5","6","1","0.12500000000000000000","0.50000000000000000000","2","40","435.3800000000000000","171.1666666666666667","","0","2023-06-26 21:35:00"
"359072","50","F","1","1","8","318","39.75","983.7236021250000000","4","4","1","0.37500000000000000000","0.12500000000000000000","1","25","197.6175000000000000","123.0000000000000000","","0.25","2023-04-29 19:06:00"
"359080","41","F","1","0","8","126","15.75","119.0000000000000000","4","2","0","0.12500000000000000000","0.12500000000000000000","4","100","1288.3900000000000000","338.5000000000000000","","0.125","2023-07-03 05:18:00"
"359653","54","M","0","0","8","127","15.875","118.0000000000000000","2","2","0","0.12500000000000000000","0.25000000000000000000","2","100","392.1650000000000000","215.0000000000000000","","0.125","2023-07-07 14:49:00"
"361459","40","F","1","1","8","59","7.375","56.0000000000000000","1","1","0","0.00000000000000000000","0.25000000000000000000","1","100","393.9100000000000000","165.0000000000000000","","0","2023-05-03 11:32:00"
"361759","52","F","1","0","9","139","15.444444444444445","113.8888888888888889","4","3","0","0.33333333333333333333","0.22222222222222222222","2","50","415.1475000000000000","79.6666666666666667","","0.3333333333333333","2023-06-06 18:17:00"
"363535","30","F","0","0","8","248","31","851.5935587500000000","4","4","1","0.50000000000000000000","0.12500000000000000000","3","75","332.0375000000000000","185.0000000000000000","0.050115217411147064","0.375","2023-06-09 17:19:00"
"365825","44","F","0","0","8","355","44.375","1042.7500000000000000","2","3","1","0.25000000000000000000","0.12500000000000000000","1","50","64.6300000000000000","180.3333333333333333","","0.125","2023-06-12 18:07:00"
"371201","27","M","0","1","8","105","13.125","97.1250000000000000","1","0","0","0.12500000000000000000","0.12500000000000000000","3","300","199.4700000000000000","","","0.125","2023-04-19 20:28:00"
"372970","33","F","0","0","8","100","12.5","94.6250000000000000","2","2","0","0.25000000000000000000","0.25000000000000000000","1","50","646.6500000000000000","204.0000000000000000","","0.25","2023-05-22 19:45:00"
"373489","36","F","1","1","9","118","13.11111111111111","96.4444444444444444","1","1","0","0.33333333333333333333","0.44444444444444444444","3","300","7451.3100000000000000","51.0000000000000000","0.6778516861204161","0.3333333333333333","2023-06-30 11:26:00"
"374331","41","M","0","0","8","338","42.25","1031.2500000000000000","2","2","1","0.50000000000000000000","0.25000000000000000000","2","100","236.2600000000000000","280.0000000000000000","","0.375","2023-06-29 20:01:00"
"374340","34","F","1","0","9","78","8.666666666666666","64.4444444444444444","1","0","0","0.00000000000000000000","0.11111111111111111111","1","100","3966.1900000000000000","","","0","2023-06-27 21:11:00"
"374341","25","F","0","0","8","105","13.125","98.1250000000000000","0","3","0","0.12500000000000000000","0.00000000000000000000","","0","","152.3333333333333333","","0.125","2023-05-31 07:57:00"
"375160","19","F","0","0","8","41","5.125","38.0000000000000000","0","0","0","0.12500000000000000000","0.12500000000000000000","","0","","","","0.125","2023-06-29 19:27:00"
"375729","52","F","0","0","8","142","17.75","131.1250000000000000","3","3","0","0.37500000000000000000","0.25000000000000000000","1","33","344.0533333333333333","271.3333333333333333","0.17957045963377546","0.375","2023-07-11 19:13:00"
"375751","49","F","1","0","8","192","24","176.7500000000000000","3","2","0","0.00000000000000000000","0.12500000000000000000","1","33","235.8533333333333333","166.5000000000000000","","0","2023-06-26 14:48:00"
"376159","41","F","0","0","8","102","12.75","95.5000000000000000","1","2","0","0.00000000000000000000","0.00000000000000000000","1","100","367.2400000000000000","127.5000000000000000","","0","2023-05-10 20:51:00"
"377069","67","F","1","0","8","260","32.5","956.6250000000000000","2","1","1","0.12500000000000000000","0.25000000000000000000","2","100","926.6700000000000000","","","0","2023-04-29 07:17:55"
"377411","37","F","1","0","8","118","14.75","110.6250000000000000","2","2","0","0.37500000000000000000","0.12500000000000000000","0","0","504.3050000000000000","113.5000000000000000","0.045904062212915646","0.375","2023-06-15 10:23:00"
"378565","39","F","1","1","8","136","17","127.1250000000000000","2","5","0","0.50000000000000000000","0.00000000000000000000","1","50","354.8150000000000000","144.6000000000000000","0.039425480420799325","0.5","2023-06-30 12:52:00"
"379543","55","F","1","0","8","104","13","95.6250000000000000","3","3","0","0.12500000000000000000","0.12500000000000000000","1","33","385.0400000000000000","231.6666666666666667","","0.125","2023-07-06 18:14:00"
"380434","49","F","1","1","8","114","14.25","104.3750000000000000","3","3","0","0.25000000000000000000","0.12500000000000000000","1","33","356.9200000000000000","265.0000000000000000","0.09151797215021917","0.25","2023-06-12 21:13:00"
"380436","43","F","0","0","8","107","13.375","99.3750000000000000","1","1","0","0.00000000000000000000","0.25000000000000000000","1","100","113.2500000000000000","165.0000000000000000","","0","2023-05-30 11:17:00"
"380757","45","F","0","1","8","122","15.25","114.1250000000000000","3","3","0","0.12500000000000000000","0.25000000000000000000","1","33","165.2066666666666667","169.6666666666666667","","0.125","2023-07-05 19:14:00"
"380874","53","F","1","0","8","117","14.625","109.0000000000000000","3","3","0","0.00000000000000000000","0.37500000000000000000","2","66","280.0833333333333333","178.3333333333333333","","0","2023-07-19 20:40:00"
"380949","45","F","0","0","8","432","54","1115.8750000000000000","6","5","1","0.12500000000000000000","0.25000000000000000000","1","16","368.6450000000000000","230.0000000000000000","","0","2023-07-17 19:55:00"
"381259","20","F","0","1","8","97","12.125","91.0000000000000000","1","1","0","0.00000000000000000000","0.12500000000000000000","1","100","719.4800000000000000","68.0000000000000000","","0","2023-07-06 17:30:00"
"381465","33","F","0","0","8","245","30.625","418.6801800000000000","3","5","1","0.37500000000000000000","0.12500000000000000000","0","0","126.3166666666666667","131.6000000000000000","","0.25","2023-06-28 19:07:00"
"382181","35","F","1","0","8","106","13.25","98.1250000000000000","3","2","0","0.25000000000000000000","0.00000000000000000000","2","66","357.6800000000000000","208.0000000000000000","","0.25","2023-07-04 15:31:00"
"382384","56","F","1","0","8","75","9.375","70.1250000000000000","1","1","0","0.00000000000000000000","0.00000000000000000000","1","100","228.6300000000000000","156.0000000000000000","","0","2023-07-17 21:11:00"
"382533","17","F","0","0","8","70","8.75","65.2500000000000000","0","0","0","0.12500000000000000000","0.12500000000000000000","","0","","","","0.125","2023-06-23 17:17:00"
"385689","48","F","0","1","8","92","11.5","85.7500000000000000","3","4","0","0.25000000000000000000","0.00000000000000000000","1","33","431.4366666666666667","187.0000000000000000","0.07052990041194777","0.25","2023-06-09 21:10:00"
"386255","31","F","0","1","8","64","8","59.5000000000000000","0","1","0","0.25000000000000000000","0.12500000000000000000","","0","","268.0000000000000000","","0.25","2023-07-11 03:42:00"
"386469","16","F","0","0","9","95","10.555555555555555","79.0000000000000000","0","0","0","0.11111111111111111111","0.00000000000000000000","","0","","","","0.1111111111111111","2023-07-10 21:10:00"
"386914","45","F","1","1","8","294","36.75","987.3750000000000000","3","2","1","0.25000000000000000000","0.50000000000000000000","9","300","7445.0300000000000000","321.0000000000000000","","0.125","2023-07-24 16:14:41"
"387282","29","F","0","1","8","87","10.875","80.1250000000000000","0","1","0","0.25000000000000000000","0.12500000000000000000","","0","","330.0000000000000000","","0.25","2023-07-15 09:56:00"
"387783","53","M","1","1","8","87","10.875","79.8750000000000000","1","3","0","0.12500000000000000000","0.12500000000000000000","0","0","431.2600000000000000","188.6666666666666667","","0.125","2023-03-24 22:01:00"
"388328","49","F","1","1","9","135","15","110.4444444444444444","3","5","0","0.33333333333333333333","0.22222222222222222222","3","100","413.5666666666666667","165.6000000000000000","","0.3333333333333333","2023-05-25 11:08:00"
"388767","43","F","1","1","8","104","13","97.1250000000000000","1","1","0","0.00000000000000000000","0.00000000000000000000","1","100","372.3400000000000000","189.0000000000000000","","0","2023-06-10 13:50:00"
"388947","39","M","0","0","9","112","12.444444444444445","92.5555555555555556","3","2","0","0.33333333333333333333","0.11111111111111111111","2","66","434.6966666666666667","171.0000000000000000","0.11249610518180074","0.3333333333333333","2023-06-14 06:57:00"
"389434","41","F","0","0","8","444","55.5","1127.5000000000000000","6","6","1","0.50000000000000000000","0.12500000000000000000","3","50","461.4383333333333333","149.3333333333333333","0.0649405378248963","0.375","2023-05-24 09:40:00"
"389662","38","F","0","0","8","146","18.25","135.7500000000000000","2","3","0","0.37500000000000000000","0.00000000000000000000","2","100","330.0900000000000000","173.0000000000000000","0.05725835000573505","0.375","2023-06-11 21:18:00"
"389759","32","F","0","1","8","156","19.5","143.8750000000000000","3","3","0","0.37500000000000000000","0.00000000000000000000","1","33","1058.5633333333333333","186.6666666666666667","0.054147752803244124","0.375","2023-06-14 11:45:00"
"390811","40","F","0","0","8","132","16.5","122.3750000000000000","3","3","0","0.12500000000000000000","0.00000000000000000000","2","66","366.3400000000000000","134.0000000000000000","","0.125","2023-07-18 14:41:00"
"392453","57","F","0","0","8","78","9.75","72.3750000000000000","1","1","0","0.25000000000000000000","0.25000000000000000000","1","100","393.9800000000000000","106.0000000000000000","0.058165581154493676","0.25","2023-07-10 04:14:00"
"395202","25","F","0","0","8","71","8.875","66.2500000000000000","0","1","0","0.12500000000000000000","0.00000000000000000000","","0","","228.0000000000000000","","0.125","2023-07-12 21:35:00"
"395981","51","F","1","0","8","101","12.625","95.2500000000000000","3","3","0","0.12500000000000000000","0.00000000000000000000","3","100","671.6400000000000000","345.3333333333333333","0.2226464427780756","0.125","2023-06-04 16:54:00"
"396552","44","F","1","0","8","109","13.625","101.3750000000000000","4","4","0","0.00000000000000000000","0.12500000000000000000","2","50","206.2125000000000000","174.7500000000000000","","0","2023-06-04 13:47:00"
"399137","53","F","1","0","8","155","19.375","143.2500000000000000","2","4","0","0.37500000000000000000","0.00000000000000000000","2","100","415.7350000000000000","196.0000000000000000","","0.375","2023-05-14 17:10:00"
"399218","43","F","1","1","8","121","15.125","113.6250000000000000","2","1","0","0.12500000000000000000","0.00000000000000000000","1","50","243.9500000000000000","123.0000000000000000","","0.125","2023-05-19 09:04:00"
"399799","54","F","1","0","8","126","15.75","116.7500000000000000","4","4","0","0.00000000000000000000","0.12500000000000000000","2","50","340.3000000000000000","91.2500000000000000","","0","2023-07-18 20:45:00"
"400275","55","F","1","1","8","99","12.375","92.2500000000000000","2","1","0","0.37500000000000000000","0.00000000000000000000","1","50","536.5250000000000000","263.0000000000000000","0.2336850205845752","0.375","2023-07-17 08:11:00"
"400582","31","F","1","0","8","125","15.625","116.3750000000000000","3","4","0","0.12500000000000000000","0.12500000000000000000","0","0","215.6300000000000000","270.5000000000000000","0.041970431635759295","0.125","2023-05-27 21:37:00"
"400899","44","F","1","0","8","255","31.875","235.3750000000000000","3","3","0","0.00000000000000000000","0.00000000000000000000","2","66","364.0033333333333333","196.6666666666666667","","0","2023-06-04 20:11:00"
"401245","27","F","0","0","8","120","15","111.8750000000000000","3","2","0","0.37500000000000000000","0.12500000000000000000","0","0","317.2666666666666667","127.0000000000000000","0.05005838818718386","0.375","2023-07-12 20:44:00"
"402332","31","F","0","0","8","137","17.125","127.1250000000000000","2","2","0","0.25000000000000000000","0.25000000000000000000","0","0","430.4500000000000000","139.0000000000000000","0.16246069567288446","0.25","2023-07-17 18:24:00"
"402978","51","F","1","0","8","115","14.375","107.0000000000000000","4","4","0","0.12500000000000000000","0.00000000000000000000","3","75","353.2600000000000000","135.7500000000000000","0.029049307196997505","0.125","2023-07-10 02:32:00"
"403881","43","F","0","0","8","133","16.625","122.3750000000000000","4","4","0","0.25000000000000000000","0.00000000000000000000","3","75","742.9175000000000000","146.0000000000000000","","0.25","2023-06-26 15:41:00"
"404879","38","F","1","0","8","127","15.875","118.0000000000000000","4","3","0","0.00000000000000000000","0.00000000000000000000","2","50","261.7200000000000000","246.3333333333333333","","0","2023-06-23 16:54:00"
"405305","44","F","1","1","9","139","15.444444444444445","114.7777777777777778","3","3","0","0.22222222222222222222","0.11111111111111111111","2","66","538.5333333333333333","260.0000000000000000","","0.2222222222222222","2023-06-21 15:20:00"
